Date,Open,High,Low,Close,Adj Close,Volume
2021-09-14,9.550000,9.630000,9.550000,9.550000,9.411709,1903400
2021-09-15,9.600000,9.650000,9.580000,9.640000,9.500407,1776100
2021-09-16,9.490000,9.520000,9.390000,9.470000,9.332869,3061900
2021-09-17,9.430000,9.470000,9.340000,9.340000,9.204751,2672900
2021-09-20,9.250000,9.320000,9.180000,9.270000,9.135764,2475600
2021-09-21,9.380000,9.430000,9.380000,9.410000,9.273737,1366400
2021-09-22,9.410000,9.520000,9.410000,9.490000,9.352578,1441300
2021-09-23,9.550000,9.700000,9.540000,9.680000,9.539827,1574000
2021-09-24,9.600000,9.610000,9.540000,9.590000,9.451131,1275300
2021-09-27,9.250000,9.260000,9.070000,9.150000,9.017502,3879800
2021-09-28,8.970000,8.970000,8.810000,8.830000,8.702136,2799300
2021-09-29,8.880000,8.970000,8.880000,8.890000,8.761268,1973400
2021-09-30,8.880000,8.960000,8.830000,8.830000,8.702136,2456300
2021-10-01,8.910000,8.990000,8.880000,8.940000,8.810542,2086400
2021-10-04,8.930000,8.960000,8.780000,8.850000,8.721847,2212200
2021-10-05,8.900000,9.010000,8.900000,8.950000,8.820398,1437100
2021-10-06,8.800000,8.800000,8.710000,8.800000,8.672569,1625600
2021-10-07,8.850000,8.970000,8.840000,8.920000,8.790833,1480100
2021-10-08,9.100000,9.120000,8.770000,8.820000,8.692281,4026100
2021-10-11,8.880000,8.920000,8.820000,8.830000,8.702136,2198500
2021-10-12,8.960000,9.010000,8.910000,8.920000,8.790833,2322500
2021-10-13,9.350000,9.660000,9.270000,9.570000,9.431419,3818500
2021-10-14,9.760000,9.800000,9.620000,9.760000,9.618669,2704600
2021-10-15,9.820000,9.930000,9.780000,9.910000,9.766496,2029500
2021-10-18,9.810000,9.880000,9.750000,9.880000,9.736931,2056600
2021-10-19,9.950000,9.960000,9.870000,9.950000,9.805916,1424500
2021-10-20,9.860000,9.860000,9.730000,9.750000,9.608813,1467300
2021-10-21,9.640000,9.660000,9.570000,9.630000,9.490552,1546800
2021-10-22,9.460000,9.570000,9.450000,9.520000,9.382145,1262500
2021-10-25,9.310000,9.340000,9.250000,9.280000,9.145618,1921200
2021-10-26,9.310000,9.320000,9.190000,9.190000,9.056922,1231600
2021-10-27,9.210000,9.230000,9.160000,9.170000,9.037212,1572200
2021-10-28,9.110000,9.140000,9.040000,9.120000,8.987937,1568500
2021-10-29,9.000000,9.000000,8.920000,8.960000,8.830254,1811000
2021-11-01,9.040000,9.080000,8.970000,8.970000,8.840109,1062400
2021-11-02,8.960000,9.060000,8.950000,9.050000,8.918951,1325200
2021-11-03,9.030000,9.050000,8.960000,9.030000,8.899239,1045700
2021-11-04,9.020000,9.070000,8.960000,8.980000,8.849963,1837000
2021-11-05,9.000000,9.050000,8.970000,8.970000,8.840109,1163000
2021-11-08,9.120000,9.210000,9.090000,9.200000,9.066777,2067800
2021-11-09,9.190000,9.190000,9.060000,9.080000,8.948515,1335900
2021-11-10,9.010000,9.020000,8.850000,8.910000,8.780977,2827800
2021-11-11,8.870000,8.970000,8.860000,8.940000,8.810542,1672700
2021-11-12,9.070000,9.190000,9.050000,9.150000,9.017502,1265900
2021-11-15,9.110000,9.140000,9.050000,9.050000,8.918951,840700
2021-11-16,9.060000,9.140000,9.060000,9.090000,8.958370,620500
2021-11-17,9.110000,9.130000,9.070000,9.090000,8.958370,731700
2021-11-18,8.960000,8.990000,8.910000,8.960000,8.830254,876600
2021-11-19,8.970000,9.030000,8.950000,8.990000,8.859818,831800
2021-11-22,8.920000,8.920000,8.680000,8.720000,8.593728,1762700
2021-11-23,8.730000,8.820000,8.690000,8.750000,8.623294,1349900
2021-11-24,8.630000,8.730000,8.550000,8.730000,8.603582,1171400
2021-11-26,8.490000,8.540000,8.340000,8.380000,8.258652,1926100
2021-11-29,8.480000,8.590000,8.470000,8.560000,8.436046,1772800
2021-11-30,8.610000,8.710000,8.520000,8.540000,8.416335,3962300
2021-12-01,8.650000,8.650000,8.410000,8.430000,8.307928,2573900
